Clue,Expected Answer,Wikipedia Page Title,Title Match,Content Match,Searched Wikipedia Titles
Virtuoso,ace,Mills Novelty Company,False,True,"The Virtuoso, Virtuoso (disambiguation), The Virtuoso (film), Brillante Virtuoso, Virtuoso Violin, Virtuoso Guitar, Virtuoso Universal Server, Pianist, Virtuoso (video game), Virtuoso (Joe Pass album), Virtuoso No. 2, The Virtuoso (play), The Virtuoso Pianist in 60 Exercises, Ricardo Virtuoso, Niccolò Paganini, Virtuoso (sculpture), Freddie Mercury, The Christian Virtuoso, Virtuoso (Star Trek: Voyager), Aeros Virtuoso, Double bass, Poor Things (film), Virtuoso Quartet, Venezuela, Sigismond Thalberg, Virtuoso No. 3, Virtuosos (TV program), SJ Virtuosos F.C., Marc-André Hamelin, Eugène Ysaÿe, Toccata, Joni Mitchell, Sting (musician), List of compositions by Franz Liszt, Ingrid Bergman, Harold Rosenbaum, Jake Gyllenhaal, Frédéric Chopin, Elisey Mysin, The Shining (film), Mills Novelty Company, Frantisek Kotzwara"
This is only a test,exam,Exam,True,True,"This Is Only a Test, List of Test cricket records, Emergency Broadcast System, A/B testing, This Is Not a Test (novel), Turing test, Test of English as a Foreign Language, Black-box testing, Test cricket, Regression testing, List of India Test wicket-keepers, The Ashes, Fisher's exact test, Indian-head test pattern, New Zealand cricket team in India in 2024–25, Rorschach test, Exam, International cricket in 2025, Bechdel test, Federal Signal Modulator, Software testing, Multi-stage fitness test, Afghanistan national cricket team, Test automation, Y.1564, Test-driven development, Pindi Club Ground, Test-and-set, Ravi Shastri, Student's t-test, List of nuclear weapons tests, List of Pakistan Test cricketers, Asian Test Championship, List of Pakistan Test wicket-keepers, Ishihara test, Literacy test, Nuclear weapons testing, List of rugby union test caps leaders, Virginity test, Statistical hypothesis test, Test and test-and-set, One- and two-tailed tests, List of international cricket centuries by Virat Kohli, Rabbit test, MOT test, Yograj Singh, Unit testing, Stress test (financial), National Test Pilot School, Intelligence quotient"
Sauce that's 80% vowels,aioli,No Title Match,False,False,"Good American Speech, Mongolian language, English orthography, Filipino cuisine, Phonics, Bambara language, Mnemonic major system, Wenzhounese, Hyperforeignism, Singlish vocabulary, Kimchi, List of Saturday Night Live commercial parodies, Rioplatense Spanish, Myanmar, Ancient Carthage, Rhode Island, Mekong, Indo-European vocabulary, List of Guy's Grocery Games episodes, English Americans, Taiwanese Mandarin, Vienna, Culture of Germany, Benin, Southeast Asia, Kentucky, Mali, Greeks, Culture of England, Nero Wolfe, Riau, Mozambique, 2022 in Philippine music, Cincinnati"
"Worshiper at the ancient Qorikancha (""Golden Temple"")",inca,Peru,False,True,"Coricancha, Situa, Peru"
Core group,abs,Pseudomonas,False,True,"Core Group, Core (group theory), Core Cities Group, -core, Munich Security Conference, National Human Rights Commission of India, Heaven's Gate (religious group), Clandestine cell system, Anglosphere, Minority group, Anson Chan, Intel Core, Congress Core Committee, LGBTQ rights at the United Nations, Core (anatomy), Monocotyledon, CORE Club, Community-supported agriculture, Bilderberg Meeting, Generic top-level domain, White Rose, Special international tribunal for the crime of aggression (Russian invasion of Ukraine), Ruffed lemur, The Jeff Beck Group, Nilo-Saharan languages, Saemaul Undong, Altaic languages, Islamic State – West Africa Province, Bacillota, Reverse blog, Ganas, Society of Saint Anne, Magnetic-core memory, Mohammad Hashemi, Memphis Mafia, Team 10, Plasmatics, Group I catalytic intron, Pseudomonas, Crius, Downtown Core, C.O.R.E., National Salvation Party, Core & Main, Armored Core, Sony Pictures Television Nonfiction, Supporters' group, Bravehearts, Xeon Phi"
Ending for some government 37-Across,mil,Government spending,False,True,"Ba'athist Syria, Lucky Lady, Ottawa, Canadian public debt, North Coast 500, Kaappaan, Third Republic of Korea, Nationalist government, Scholz cabinet, Sustainable Development Goals, I Am Legend (film), 2024 Syrian opposition offensives, Emmanuel Macron, United States Agency for International Development, 2024 French legislative election, Glenn Greenwald, Toyota Mark II, Project 2025, SriLankan Airlines, Rape statistics, 2024 Austrian legislative election, Russia under Vladimir Putin, Opinion polling for the 2025 Canadian federal election, National identification number, Rub' al Khali, Homelessness in Canada, First inauguration of Donald Trump, 2024 United States federal budget, Vladimir Lenin, Vichy France, Ultraviolet (film), Forty acres and a mule, Kalki, United States involvement in regime change, Africa, Artificial general intelligence, Quebec, Russian grammar, Mayflower, Syrian civil war, Pol Pot, Angela Merkel, Orania, Executive Order 14172, Zimbabwe, Rwandan genocide, Autocracy, Volodymyr Zelenskyy, Progressive Conservative Party of Ontario, Government spending"
Poker giveaway,tell,Jesus Hits Like the Atom Bomb,False,True,"Computer poker player, Poker Palace, Hitmixes, Bank of Hollywood, George Hamilton (actor), Kane Kalas, Super Bowl LVII, Publishers Clearing House, Suits (American TV series), Sale of the Century (Australian game show), United States Playing Card Company, George ""Gabby"" Hayes, Kid Beyond, Okemos, Michigan, The Remix (Lady Gaga album), Rio (hotel and casino), The Simpsons house, Team Fortress 2, Kid Cudi, Wheel of Fortune (American game show), Flea (musician), Scott Hartnell, List of chess variants, Ewing Mitchell, Competition, List of American game shows, Heeb, WSOE, 54 Parkside, Responsible Gambling Awareness Week, List of Sony Pictures Television programs, Team Ayu, BBC Radio 1's Big Weekend, Jesus Hits Like the Atom Bomb, Bragster, August 1976"
"""Beauty is truth, truth beauty"" poet",keats,John Keats's 1819 odes,True,True,"Ode on a Grecian Urn, Mathematical beauty, Sleeping Beauty, Alice Walker: Beauty in Truth, Why Beauty Is Truth, Argument from beauty, Negative capability, Aesthetics, Hymn to Intellectual Beauty, The Beauty of the Husband (poetry collection), The Poet (essay), Philosophical poets, Truth (plays), Ono no Komachi, King's Gold Medal for Poetry, Letters to a Young Poet, Alice Walker (disambiguation), James William Whilt, Chain rhyme, Gagan Harkara, John Keats's 1819 odes, Pandit Narendra Sharma, Canti (poetry collection), Modernismo, Alok Vaid-Menon, At Cooloolah, Malik Muhammad Jayasi, The Rose of Tralee (song), Lucy Grealy, Aestheticism, The Well Wrought Urn, Dulcinea del Toboso, Ozod Sharafiddinov, Phaedrus (dialogue), Sonnet 17, Veronica Franco, Naomi Wolf, Decadent movement, Marion Cohen, The Unbelievable Truth (radio show), Frithjof Schuon, Richard Rorty, Samad Mir, Mimesis, Sonnet 4, Inclusivism, Han (cultural), La gitanilla, Diana Hayden"
Info in a modern bibliography,urls,No Title Match,False,False,"Kim Stanley Robinson bibliography, Bibliographic record, History of Ukraine, Empress Elisabeth of Austria, Burmese language, Charles Sanders Peirce bibliography, Project 2025, Frankétienne, Florence Nightingale, Dan Bongino, JD Vance, List of Assassin's Creed characters, Noam Chomsky bibliography and filmography, List of national flags of sovereign states, Russian invasion of Ukraine, Italy, Robert F. Kennedy Jr., Pope John Paul II, Sheikh Ahmadullah, Colosseum, Conservatism, Papyrus, Rick Riordan, Emmanuel Macron, Peter Thiel, Prosecution of Donald Trump in New York, Twelve Tribes of Israel, Marco Rubio, Napoleon, Saudi Arabia, Christianity, Cecelia Holland bibliography, Candace Owens, Clock, Åland, Bosnian War, Victor Davis Hanson, Guatemala, List of animal names, Pope Adrian VI, Ottoman Empire, Abkhazia, Miyoshi Nagayoshi, Sahrawi Arab Democratic Republic, Federico Fellini, Manneken Pis, Definitions of fascism, List of ethnic slurs, Enlargement of NATO, Roberto Baggio"
"Gets warmer, so to speak",nears,Camino de Santiago,False,True,"Speak No Evil (2024 film), List of proverbial phrases, Drake Passage, Welsh language, Effects of climate change, Climate change denial, List of The Magic School Bus episodes, Chhaava, Speak of the Devil (Ozzy Osbourne album), My So-Called Life, 1923 (TV series), Paulie, Chikhai Bardo, Ghosts (American TV series), Harold Ramis, The Bad News Bears, The Spectacular Now, List of The Grim Adventures of Billy & Mandy episodes, The Sims 4 expansion packs, Robert F. Kennedy Jr., Dean Martin, Zenshu (TV series), A Hearth's Warming Tail, Terror in the Family, Resident Alien (TV series), Savages (2012 film), Lonely Planet (film), NSYNC, Glossary of baseball terms, Robert De Niro, List of one-hit wonders in the United States, COVID-19 misinformation, List of generation V Pokémon, Jesse Eisenberg, F.E.A.R. 2: Project Origin, Alec Baldwin, Aron Ralston, Camino de Santiago, Absolutely Anything, Single's Inferno, Pondicherry, Atlantic slave trade, List of YouTubers, Ghosts (2019 TV series), JD Vance, Before trilogy, MJ the Musical, 2021 German federal election, Stand-up comedy, Kung Fu Panda 4"
"Tackles, say",stat,Aqib Talib,False,True,"T'Vondre Sweat, Ray Lewis, Travon Walker, Manti Te'o, Junior Seau, Vontae Davis, Jason Peters, Warren Sapp, Gale Sayers, Hunter Wohler, Troy Polamalu, T. J. Sanders, Stephen Paea, Harold Landry, Lady Gaga, Bobby Wagner, Trump–Ukraine scandal, Tyrann Mathieu, Woody Guthrie, Robert F. Kennedy Jr., Ian Seau, Just Say No, Darius Slay, Kamala Harris, Taylor Swift, Kylie Jenner, Devon Still, Luke Kuechly, Doug Ford, J. J. Watt, Marvel Cinematic Universe, Michael Oher, Reading, O. J. Simpson, Levi Onwuzurike, Neymar, Jennifer Lopez, Dwayne Johnson, Overconsumption (economics), Mueller report, Imran Khan, Kam Chancellor, Diana, Princess of Wales, Keir Starmer, Luka Modrić, 2023 Cricket World Cup, Aqib Talib"
Kind of reform or code,penal,Usury,False,True,"Reform UK, Land reform in the Philippines, Napoleonic Code, Like-kind exchange, Code of Hammurabi, Scholz cabinet, Tort reform, Legality of incest, Ottoman Land Code of 1858, List of Good Eats episodes, Hartz concept, Severance (TV series), Pope Pius X, Ron Kind, Age of consent in Asia, English-language spelling reform, Project 2025, Murder in California law, Internal Revenue Code section 1031, 2025 German federal election, States of Germany, Democratic Party (United States), Land reforms by country, Director of the Federal Bureau of Investigation, Bail, Civil code of Argentina, Tax Cuts and Jobs Act, Joe Biden, Age-of-consent reform in Canada, Age of consent in Europe, Reacher (TV series), Pope, Pope John Paul II, Thought Reform and the Psychology of Totalism, Nigel Farage, Opium, Economic liberalisation in India, Modern Hindu law, Racial views of Donald Trump, UK Corporate Governance Code, Titan submersible implosion, Shadow library, Internal Revenue Service Restructuring and Reform Act of 1998, Pre-Code Hollywood, Usury, Civil procedure in the United States, Christopher A. Wray, United Kingdom, History of taxation in the United Kingdom, Flag of India"
"""Read the clues carefully"" and ""Check your crossing answers"" [You're welcome!]",tips,List of characters in the Breaking Bad franchise,False,True,"The Amazing Race Canada 3, List of Dawson's Creek episodes, List of characters in the Breaking Bad franchise, List of Ig Nobel Prize winners, List of Elementary episodes, 2024 in science, List of The Loud House episodes, Mediumship, Assassination of Shinzo Abe, Critical Role campaign two, List of Charmed (2018 TV series) episodes, List of The Doctor Blake Mysteries episodes, Killing of Osama bin Laden, 2014 Gush Etzion kidnapping and murder, Pinoy Big Brother: Unlimited events, German radio intelligence operations during World War II, List of The Legend of Qin episodes"
Big name in nail polish,opi,The Apprentice (British TV series) series 7,False,True,"Nail polish, Onychomycosis, Julep (company), Suzi Weiss-Fischmann, Deborah Lippmann, Sinful Colors, G Hannelius, Bigger Thomas, Aravind Laboratories, Antoni Porowski, The Deathray Davies, Tippi Hedren, Jonathan Van Ness, Bette Nesmith Graham, With Teeth, List of visual mnemonics, Charli D'Amelio, Not Like Us, Jeff Pilson, Wilno, Ontario, Angélica (television host), Penn Jillette, Circle contact lens, Temu, Lost Highway (film), Guts (Olivia Rodrigo album), Tiffany Pollard, Kylie Jenner, Celebrity Big Brother 3 (American season), Michael Costello (fashion designer), List of Father Brown episodes, Revlon, Bart vs. Itchy & Scratchy, Disease (Lady Gaga song), Juno (song), Lenny Dykstra, Espresso (song), The Fragile, Pinoy Big Brother: Teen Edition Plus, German name, Poppers, Second inauguration of Donald Trump, Eurovision Song Contest 2024, List of stage names, Amy Ryan, Kia Picanto, Sweden in the Eurovision Song Contest, List of unsolved murders (1980–1999), Cosmetic packaging, The Apprentice (British TV series) series 7"
"""Abso-lutely not!""",ohgodno,No Title Match,False,False,"Median absolute deviation, Nathan Fielder, Review (TV series), Infix, William Atherton, Fuck, Check It Out! with Dr. Steve Brule, Williams Street, Nathan for You, 20th Century Studios, Mister America, Profanity, Adult Swim, The Eric Andre Show, Warner Bros., Pixar, Neon (company), Netflix, Inc., Ketchup Entertainment, Angel Studios, Lionsgate Films, Universal Pictures, DreamWorks Animation, Yana Kay, Tom Goes to the Mayor, Major film studios, Paramount Pictures, Metro-Goldwyn-Mayer, Columbia Pictures, Pleonasm, List of adult animated television series of the 2000s, Amazon MGM Studios, Legendary Entertainment, Sony Pictures, Allen Media Group, DreamWorks Pictures, Troma Entertainment, Spyglass Media Group, RKO Pictures, The Asylum, Film studio, Mattel Films, Rideback (production company), Abso Lutely Productions, Tim & Eric, Andrew Callaghan, All Gas No Brakes, Dave Kneebone, Infomercials (TV specials), Tim and Eric Awesome Show, Great Job!, Moonbase 8, This Place Rules, David Liebe Hart, Joe Cobden, Tim Heidecker, Absolutely, Hot Package, Kate Berlant, Mr. Boop, A24, Doing Things Media, Bagboy (TV special), Illumination (company), Eric Wareheim, Briarcliff Entertainment, Funny or Die, Happy Madison Productions, Indian Paintbrush (company), Amblin Entertainment, Skydance Media, Universal Studios, Inc."
Be over,end,Babe Ruth,False,True,"Over and Over, Over There, Comb over, Over–under, Voice-over, I'll Be Over You, It's Over, It's Not Over, Into It. Over It., Keanu Reeves, Over It, Over the Rainbow, Liberalism, It Ain't Over 'til It's Over, Over the Edge, Over the Hedge, Super Over, Voice over IP, Over and Over Again, The Do-Over, Buddha Jumps Over the Wall, Over the top, Love Over and Over, Over and Over and Over, Over the horizon, Come On Over, Finally Over It, Binding over, Channing Tatum, Over (cricket), 1561 celestial phenomenon over Nuremberg, Is It Over Now?, List of communes in France with over 20,000 inhabitants, Over and Over (Nelly song), Get Over It, Over-the-air, Dire Straits, Obsessive–compulsive disorder, Carmelo Anthony, The Search Is Over, Overring, Over-the-air update, Not Over Yet, It's Over 9000!, Voice over NR, Snoop Dogg, Bullets Over Broadway, IP over Avian Carriers, Babe Ruth"
