,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_contains kind of,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
709624,6/16/1996,JAFFA,Kind of orange,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
709983,6/12/1996,KNEE,Kind of jerk,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
710006,6/11/1996,GRACE,Kind of note,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
710129,6/9/1996,BIGGAME,Kind of hunting,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
710133,6/9/1996,OZONE,Kind of layer,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
710169,6/9/1996,FRIENDLY,Kind of advice,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
710227,6/9/1996,DEAF,Kind of ear,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
710345,6/7/1996,PROTEIN,Kind of shampoo,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
710435,6/5/1996,EVIL,Kind of empire,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
710476,6/5/1996,ARUM,Kind of lily,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
710546,6/4/1996,CON,Kind of artist,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,True
710587,6/3/1996,HEADON,Kind of collision,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
710726,6/2/1996,IRR,Kind of verb: Abbr.,4,19,4.0,0.5,False,5,False,False,False,1,True,0,0.2631578947368421,False,False,False,False,False,False,True,False,False,False,False
710775,6/1/1996,OBSTACLE,Kind of course,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
710850,5/31/1996,REC,Kind of room,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
710881,5/31/1996,SOLAR,Kind of battery,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
710906,5/30/1996,SINUS,Kind of cavity,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
711008,5/29/1996,ROTARY,Kind of club,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
711076,5/28/1996,BETEL,Kind of palm,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
711117,5/27/1996,ROLE,Kind of model,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,True
711164,5/27/1996,WRY,Kind of humor,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
711212,5/26/1996,PSI,Kind of particle,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
711294,5/25/1996,REG,Kind of gas: Abbr.,4,18,3.75,0.5,False,5,False,False,False,1,True,0,0.2777777777777778,False,False,False,False,False,False,True,False,False,False,False
711305,5/25/1996,GAG,Kind of reflex,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
711359,5/24/1996,MUD,Kind of pack,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
711404,5/23/1996,FOLIC,Kind of acid,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
711448,5/23/1996,TEAM,Kind of spirit,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
711462,5/23/1996,HANDTOHAND,Kind of combat,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
711497,5/22/1996,OAT,Kind of cake,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
711771,5/19/1996,NATO,Kind of forces,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
711832,5/18/1996,IRS,Kind of agent,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,True
711877,5/18/1996,NONCE,Kind of word,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
711908,5/17/1996,PERCAPITA,Kind of income,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
711931,5/17/1996,TEA,Kind of service,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
712049,5/15/1996,ADJT,Kind of gen.,3,12,3.3333333333333335,0.3333333333333333,False,3,False,False,False,1,True,0,0.25,False,False,False,False,False,False,True,False,False,False,False
712216,5/13/1996,PAST,Kind of tense,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
712310,5/12/1996,ONSITE,Kind of inspection,3,18,5.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.1111111111111111,False,False,False,False,False,False,True,False,False,False,False
712377,5/11/1996,EGG,Kind of cream,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
712443,5/10/1996,ULNAR,Kind of nerve,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
712497,5/9/1996,MARS,Kind of bar,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
712508,5/9/1996,ELEC,"Kind of short, for short",5,24,4.0,0.2,False,5,False,False,False,0,True,1,0.20833333333333334,False,False,False,False,False,False,True,False,False,False,False
712521,5/9/1996,ONES,Kind of column,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
712599,5/8/1996,TIRE,Kind of pump,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
712688,5/7/1996,TIDAL,Kind of wave,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
712726,5/6/1996,PRUNE,Kind of juice,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
712788,5/5/1996,AERIAL,Kind of photo,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
712961,5/4/1996,JUNE,Kind of wedding,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
713054,5/2/1996,SKEET,Kind of shooter,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
713123,5/1/1996,EXIT,Kind of poll,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
713196,4/30/1996,ALLEY,Kind of cat,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
713375,4/28/1996,GRAD,Kind of student,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,True
713422,4/28/1996,DRYCELL,Kind of battery,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
713453,4/27/1996,BARN,Kind of dance,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
713515,4/26/1996,DIXIE,Kind of cup,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
713560,4/25/1996,MIDAIR,Kind of collision,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
713645,4/24/1996,OPTIC,Kind of nerve,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
713759,4/23/1996,CHAIN,Kind of letter,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
713849,4/21/1996,HAUTE,Kind of cuisine,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
713857,4/21/1996,TAROT,Kind of deck,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
713910,4/21/1996,PUTTY,Kind of knife,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
713967,4/20/1996,CRITICAL,Kind of mass,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
714109,4/18/1996,EXACT,Kind of change,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
714167,4/17/1996,CALLIN,Kind of radio show,4,18,3.75,0.25,False,3,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
714247,4/16/1996,ROMAN,Kind of candle,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
714353,4/15/1996,SORE,Kind of loser,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
714443,4/14/1996,LIN,Kind of algebra: Abbr.,4,22,4.75,0.5,False,5,False,False,False,1,True,0,0.22727272727272727,False,False,False,False,False,False,True,False,False,False,False
714449,4/14/1996,BOON,Kind of companion,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
714510,4/13/1996,STATUTE,Kind of mile,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
714637,4/11/1996,ILIAC,Kind of artery,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
714676,4/11/1996,OAT,Kind of bran,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
714718,4/10/1996,SLUM,Kind of lord,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
714828,4/9/1996,WASP,Kind of waist,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
714988,4/7/1996,STORMY,Kind of relationship,3,20,6.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,True,False,False,False,False
714991,4/7/1996,ETON,Kind of jacket,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
715089,4/6/1996,DNA,Kind of test,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
715303,4/2/1996,CELL,Kind of phone,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
715483,3/31/1996,MAG,Kind of wheels,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
715521,3/31/1996,AWAY,Kind of game,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
715630,3/30/1996,PETRI,Kind of dish,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
715796,3/27/1996,SONIC,Kind of boom,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
